Date,Temperature,Humidity,Pressure,Wind speed,east,east-northeast,east-southeast,north,north-east,north-northeast,north-northwest,north-west,south,south-east,south-southeast,south-southwest,south-west,west,west-northwest,west-southwest,variable wind direction
2024-11-03 00:00:00,-1.4,104.5,1033.0,0.4,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False
2024-11-03 01:00:00,-2.8,110.3,1033.2,0.8,False,False,True,True,False,False,False,True,False,True,False,True,True,True,False,True,False
2024-11-03 02:00:00,-0.3,97.8,1034.2,4.1,True,False,False,True,True,False,False,False,True,True,False,False,True,True,False,True,False
2024-11-03 03:00:00,0.3,104.0,1033.9,3.2,True,False,False,False,True,False,False,False,True,False,True,True,True,False,True,False,True
2024-11-03 04:00:00,-0.9,105.4,1033.7,4.1,True,False,True,True,False,False,False,True,False,True,False,False,False,True,False,True,True
2024-11-03 05:00:00,1.6,103.7,1033.0,2.7,True,False,True,True,False,False,False,True,False,False,True,True,True,False,True,True,True
2024-11-03 06:00:00,-0.2,102.9,1033.0,4.5,False,True,True,False,True,False,False,False,False,False,True,False,False,False,True,True,True
2024-11-03 07:00:00,-4.2,111.0,1033.5,1.4,True,False,False,False,False,False,False,True,False,False,True,False,True,True,True,False,True
2024-11-03 08:00:00,0.2,104.7,1033.1,3.1,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True
2024-11-03 09:00:00,-0.9,101.2,1032.0,2.4,False,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False
2024-11-03 10:00:00,-2.7,112.3,1033.0,1.8,False,True,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False
2024-11-03 11:00:00,-1.2,102.3,1033.6,2.0,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2024-11-03 12:00:00,-1.4,119.3,1034.3,4.2,True,True,True,True,False,False,False,False,True,True,False,False,False,True,False,True,True
2024-11-03 13:00:00,-3.2,116.5,1034.4,1.2,True,False,True,True,True,False,False,True,False,True,False,True,True,True,True,True,False
2024-11-03 14:00:00,-2.7,109.0,1034.2,3.7,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False
2024-11-03 15:00:00,-1.7,106.3,1034.4,1.5,False,False,False,True,True,False,False,False,False,True,False,True,True,True,True,False,True
