Date,Temperature,Humidity,Pressure,Wind speed,east,east-northeast,east-southeast,north,north-east,north-northeast,north-northwest,north-west,south,south-east,south-southeast,south-southwest,south-west,west,west-northwest,west-southwest,variable wind direction
2024-11-03 00:00:00,-1.5,105.7,1031.4,0.2,False,True,True,True,True,False,False,True,True,False,False,True,False,False,True,True,True
2024-11-03 01:00:00,-2.8,109.6,1031.7,0.9,False,False,True,True,False,False,False,True,True,True,True,True,True,False,False,True,False
2024-11-03 02:00:00,-0.3,97.6,1032.6,4.5,True,True,False,False,True,False,False,True,True,True,False,False,True,True,False,False,False
2024-11-03 03:00:00,0.5,104.5,1032.4,3.3,True,False,False,False,False,False,False,False,True,False,True,True,True,False,True,False,True
2024-11-03 04:00:00,-1.0,104.6,1032.1,4.0,True,False,True,True,False,False,False,False,False,True,False,False,False,False,True,True,True
2024-11-03 05:00:00,1.4,104.5,1031.5,2.4,False,False,True,False,True,False,False,True,False,False,True,True,True,False,False,True,False
2024-11-03 06:00:00,-0.4,103.5,1031.5,4.2,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,True,True
2024-11-03 07:00:00,-4.0,110.9,1031.9,1.5,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
2024-11-03 08:00:00,0.2,103.4,1031.5,3.3,True,False,False,False,True,False,False,False,False,False,True,True,True,False,True,True,True
2024-11-03 09:00:00,-0.8,101.6,1030.5,2.4,True,True,True,True,False,False,False,False,False,True,True,False,True,True,False,False,False
2024-11-03 10:00:00,-2.4,111.8,1031.5,1.6,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False
2024-11-03 11:00:00,-1.5,102.0,1032.0,1.9,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False
2024-11-03 12:00:00,-1.6,120.1,1032.7,4.2,True,True,True,True,False,False,False,True,True,True,False,True,False,True,False,True,True
2024-11-03 13:00:00,-3.5,115.8,1032.8,1.4,True,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False
2024-11-03 14:00:00,-2.8,108.7,1032.8,3.7,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False
2024-11-03 15:00:00,-1.8,106.5,1032.9,1.2,False,False,False,True,True,False,False,False,False,True,False,True,True,True,True,False,True
2024-11-03 16:00:00,-3.1,108.5,1032.8,0.9,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False
