Date,Temperature,Humidity,Pressure,Wind speed,east,east-northeast,east-southeast,north,north-east,north-northeast,north-northwest,north-west,south,south-east,south-southeast,south-southwest,south-west,west,west-northwest,west-southwest,variable wind direction
2024-11-03 00:00:00,-1.7,104.3,1020.2,0.5,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,False,True
2024-11-03 01:00:00,-2.6,108.0,1020.4,0.6,False,False,True,True,True,False,False,False,False,True,True,True,False,False,True,False,False
2024-11-03 02:00:00,-1.2,101.5,1021.5,4.0,True,True,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False
2024-11-03 03:00:00,0.3,99.3,1021.3,3.3,False,False,True,True,True,False,False,False,True,True,False,False,True,True,False,False,True
2024-11-03 04:00:00,-1.1,104.9,1021.0,3.7,False,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False
2024-11-03 05:00:00,0.9,104.3,1020.4,2.3,False,False,True,True,True,False,False,False,False,False,True,False,False,True,False,False,True
2024-11-03 06:00:00,-0.7,106.3,1020.3,3.0,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,True
2024-11-03 07:00:00,-3.3,111.6,1020.5,1.3,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,True,True
2024-11-03 08:00:00,0.4,98.5,1020.3,2.4,True,False,True,False,True,False,False,False,False,False,False,False,True,True,False,True,True
2024-11-03 09:00:00,-0.8,99.5,1019.3,2.9,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True
2024-11-03 10:00:00,-2.2,108.6,1020.3,1.1,False,False,True,False,False,False,False,False,True,True,True,False,True,False,True,False,False
2024-11-03 11:00:00,-1.2,107.5,1020.5,2.3,True,True,False,True,False,False,False,False,False,False,True,True,True,True,False,True,False
2024-11-03 12:00:00,-1.0,117.3,1021.6,3.0,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,True,True
2024-11-03 13:00:00,-3.1,110.0,1021.7,1.5,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True
