Date,Temperature,Humidity,Pressure,Wind speed,east,east-northeast,east-southeast,north,north-east,north-northeast,north-northwest,north-west,south,south-east,south-southeast,south-southwest,south-west,west,west-northwest,west-southwest,variable wind direction
2024-11-03 00:00:00,-1.2,106.9,1031.4,-0.2,False,True,True,True,False,False,False,True,True,False,False,True,False,False,True,False,False
2024-11-03 01:00:00,-2.7,107.8,1031.7,0.9,False,False,True,True,False,False,False,True,True,True,True,True,False,True,True,True,False
2024-11-03 02:00:00,-0.6,96.4,1032.6,4.6,True,False,False,True,True,False,False,True,True,True,False,False,True,True,False,False,False
2024-11-03 03:00:00,0.8,104.4,1032.4,3.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
2024-11-03 04:00:00,-1.0,104.3,1032.2,4.0,True,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False
2024-11-03 05:00:00,1.1,104.3,1031.5,2.1,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,True
2024-11-03 06:00:00,-0.5,103.4,1031.5,4.2,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,True
2024-11-03 07:00:00,-3.9,111.0,1031.8,1.4,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
2024-11-03 08:00:00,0.5,102.2,1031.5,3.4,True,True,False,False,True,False,False,False,False,True,True,False,True,False,True,True,True
2024-11-03 09:00:00,-0.8,102.3,1030.5,2.1,True,True,True,True,False,False,False,False,False,True,True,False,True,True,False,False,False
2024-11-03 10:00:00,-2.5,110.4,1031.5,1.8,True,True,True,False,True,False,False,True,True,True,True,True,False,False,True,True,False
2024-11-03 11:00:00,-1.2,102.2,1032.0,2.0,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False
2024-11-03 12:00:00,-1.8,119.2,1032.7,4.2,True,False,True,True,False,False,False,True,True,True,False,False,False,True,False,False,True
2024-11-03 13:00:00,-3.7,115.3,1032.8,1.3,True,True,True,True,False,False,False,True,False,True,True,True,True,True,True,True,False
2024-11-03 14:00:00,-3.2,108.5,1032.7,3.2,False,False,False,True,False,False,False,False,False,True,True,False,True,True,False,False,False
2024-11-03 15:00:00,-1.7,107.3,1032.8,1.2,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True
2024-11-03 16:00:00,-3.2,108.4,1032.8,1.0,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,True,False
2024-11-03 17:00:00,-0.3,106.5,1033.0,-0.0,True,False,True,True,False,False,False,True,True,True,True,False,True,False,False,False,True
2024-11-03 18:00:00,-1.2,102.8,1032.9,2.0,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True
2024-11-03 19:00:00,-2.0,108.0,1032.7,0.9,True,True,False,False,False,False,False,True,False,False,False,True,False,True,True,True,False
2024-11-03 20:00:00,1.6,97.7,1033.4,3.2,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False,True
2024-11-03 21:00:00,-1.6,108.3,1033.8,2.3,True,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False
2024-11-03 22:00:00,-1.6,111.3,1033.8,1.4,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True
2024-11-03 23:00:00,-3.4,111.8,1034.5,2.7,False,True,False,True,False,False,True,False,False,False,True,False,True,True,True,False,True
2024-11-04 00:00:00,-2.0,102.7,1033.7,0.5,True,False,False,False,False,False,False,True,True,True,False,True,True,True,False,True,False
2024-11-04 01:00:00,-2.3,105.7,1034.2,1.3,False,True,False,False,True,False,False,True,True,True,False,False,False,True,True,False,False
2024-11-04 02:00:00,-3.0,105.1,1034.1,0.8,True,False,False,True,False,False,False,True,False,True,True,False,True,False,False,True,False
2024-11-04 03:00:00,-1.2,108.8,1034.1,-1.0,False,True,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False
2024-11-04 04:00:00,-1.7,112.5,1034.5,2.6,True,True,True,False,True,False,False,False,False,True,False,True,False,False,True,False,True
2024-11-04 05:00:00,0.6,104.6,1034.0,1.9,True,False,True,False,True,False,False,True,False,True,True,True,False,False,True,False,True
2024-11-04 06:00:00,-0.7,104.6,1033.0,1.5,True,True,False,True,True,False,False,True,False,False,True,True,True,False,True,True,False
2024-11-04 07:00:00,0.8,98.2,1032.9,2.3,False,False,True,False,False,False,False,True,False,False,True,True,True,False,True,True,False
2024-11-04 08:00:00,-0.3,92.7,1033.2,2.7,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
2024-11-04 09:00:00,-1.8,108.5,1032.1,4.1,False,True,False,False,True,False,False,False,True,False,True,True,True,False,True,False,False
2024-11-04 10:00:00,-0.6,108.4,1031.9,3.4,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,True,True
2024-11-04 11:00:00,-0.8,94.4,1033.1,5.8,False,True,True,True,False,False,False,True,True,False,True,False,True,True,False,True,False
2024-11-04 12:00:00,1.0,98.2,1033.3,4.8,False,True,True,True,True,False,False,True,False,True,True,True,False,True,True,False,True
2024-11-04 13:00:00,-1.5,106.6,1032.4,1.4,True,True,True,False,False,False,False,False,False,False,False,True,True,False,True,True,True
2024-11-04 14:00:00,1.1,99.0,1032.4,3.6,True,True,True,True,False,False,False,False,True,False,False,True,True,True,False,True,False
2024-11-04 15:00:00,1.2,88.6,1031.3,5.4,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True
2024-11-04 16:00:00,1.9,86.2,1031.2,3.2,False,False,False,False,True,False,False,True,True,True,False,True,True,True,False,False,True
2024-11-04 17:00:00,1.6,93.5,1030.1,5.8,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True
2024-11-04 18:00:00,3.0,99.1,1031.3,0.6,True,True,False,True,True,False,False,True,False,True,True,True,False,True,True,False,True
