Date,Temperature,Humidity,Pressure,Wind speed,east,east-northeast,east-southeast,north,north-east,north-northeast,north-northwest,north-west,south,south-east,south-southeast,south-southwest,south-west,west,west-northwest,west-southwest,variable wind direction
2024-11-03 00:00:00,-2.3,99.3,1021.0,0.7,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2024-11-03 01:00:00,-1.7,106.4,1021.1,1.7,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
2024-11-03 02:00:00,-1.4,95.6,1022.1,2.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-11-03 03:00:00,-0.1,97.1,1022.0,3.2,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False
2024-11-03 04:00:00,-1.1,99.4,1021.9,4.2,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
2024-11-03 05:00:00,-0.7,99.0,1021.1,2.7,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True
2024-11-03 06:00:00,0.0,100.7,1020.8,2.3,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-11-03 07:00:00,-1.4,106.0,1021.0,1.9,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
2024-11-03 08:00:00,-0.2,96.1,1021.0,2.3,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True
2024-11-03 09:00:00,-0.1,95.4,1020.0,2.1,False,False,True,False,False,False,False,False,False,False,True,False,True,True,True,True,True
2024-11-03 10:00:00,-1.2,103.9,1021.0,1.6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-11-03 11:00:00,-0.9,104.0,1020.9,2.2,True,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False
2024-11-03 12:00:00,-0.8,108.5,1022.1,2.9,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-11-03 13:00:00,-2.3,101.5,1022.1,1.6,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True
2024-11-03 14:00:00,-1.5,100.3,1022.0,2.4,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
2024-11-03 15:00:00,-1.1,97.0,1022.0,1.9,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False
2024-11-03 16:00:00,-2.4,104.1,1022.0,1.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
2024-11-03 17:00:00,-1.4,101.4,1022.0,0.3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True
2024-11-03 18:00:00,-1.1,102.9,1022.1,0.9,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2024-11-03 19:00:00,-2.2,105.8,1022.0,1.7,False,False,True,False,False,False,False,False,False,False,True,False,True,True,True,False,False
